Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR30784284,2026-01-30 14:45:38,2024-09-24 12:22:43,220550810,44551263620,220550810,202,13671,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784284/SRR30784284.lite.1,SRX26186146,GSM8533814,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729205,SAMN43905770,simple,10090,Mus musculus,GSM8533814,,,,,,,no,,,,,NIAID,SRA1978177,,public,FAA4389C7604AE59F3DE37B66FDCC953,6E2D4D7A8E8FECD55CF86F810907ED85
SRR30784285,2026-01-30 14:45:38,2024-09-24 12:50:11,231128554,46687967908,231128554,202,14349,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784285/SRR30784285.lite.1,SRX26186145,GSM8533813,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729204,SAMN43905771,simple,10090,Mus musculus,GSM8533813,,,,,,,no,,,,,NIAID,SRA1978177,,public,BCF836FFFBE0FC133E683979EDDD1484,F26DEE64AAFF6E412532A1C5D9E2E85D
SRR30784286,2026-01-30 14:45:38,2024-09-24 12:53:39,196651091,39723520382,196651091,202,11972,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784286/SRR30784286.lite.1,SRX26186144,GSM8533812,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729201,SAMN43905772,simple,10090,Mus musculus,GSM8533812,,,,,,,no,,,,,NIAID,SRA1978177,,public,24F7814B75E6C382746F92DEA5B4BA6E,D9ADAEABF752B34618F6237FBA6D834E
SRR30784287,2026-01-30 14:45:37,2024-09-24 12:42:50,177006589,35755330978,177006589,202,10473,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784287/SRR30784287.lite.1,SRX26186143,GSM8533811,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729203,SAMN43905773,simple,10090,Mus musculus,GSM8533811,,,,,,,no,,,,,NIAID,SRA1978177,,public,2868FAF712A86FD35ED7D5781884DDC4,7850364FAFD99001B002155EF680A4E1
SRR30784288,2026-01-30 14:45:37,2024-09-24 12:38:43,162849969,32895693738,162849969,202,9795,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784288/SRR30784288.lite.1,SRX26186142,GSM8533810,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729202,SAMN43905774,simple,10090,Mus musculus,GSM8533810,,,,,,,no,,,,,NIAID,SRA1978177,,public,7E50063C071EB465825BDDA3CB2D21A0,69D5407ECD0F9E0B168646415704607F
SRR30784283,2026-01-30 14:45:37,2024-09-24 12:19:44,183604463,37088101526,183604463,202,11241,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784283/SRR30784283.lite.1,SRX26186147,GSM8533815,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729206,SAMN43905769,simple,10090,Mus musculus,GSM8533815,,,,,,,no,,,,,NIAID,SRA1978177,,public,AEF9F28CF3349B9FD4901C4DE3F6F53B,B65043A1EEF2A376AFA846766061D99C
SRR30784282,2026-01-30 14:45:37,2024-09-24 12:22:12,139581869,28195537538,139581869,202,8246,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784282/SRR30784282.lite.1,SRX26186148,GSM8533816,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729208,SAMN43905768,simple,10090,Mus musculus,GSM8533816,,,,,,,no,,,,,NIAID,SRA1978177,,public,52D22325EFC33D278BB7C2F22DB81F6F,CE491548D88A3C0B4417980E77C8881C
SRR30784281,2026-01-30 14:45:37,2024-09-24 12:18:55,163372577,33001260554,163372577,202,9636,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784281/SRR30784281.lite.1,SRX26186149,GSM8533817,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729207,SAMN43905767,simple,10090,Mus musculus,GSM8533817,,,,,,,no,,,,,NIAID,SRA1978177,,public,C5472D0178A3F08D239166BAE4FFA490,A2999E54575C05240C605E6B3271DE6B
SRR30784280,2026-01-30 14:45:37,2024-09-24 12:17:13,145439816,29378842832,145439816,202,8577,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784280/SRR30784280.lite.1,SRX26186150,GSM8533818,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729209,SAMN43905766,simple,10090,Mus musculus,GSM8533818,,,,,,,no,,,,,NIAID,SRA1978177,,public,DB527EE447ACDCAD34416CAE49131043,CB8E4C6C49687F93EA4E379C46E036F5
SRR30784279,2026-01-30 14:45:37,2024-09-24 12:33:49,141828545,28649366090,141828545,202,8333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR030/30784/SRR30784279/SRR30784279.lite.1,SRX26186151,GSM8533819,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP534424,PRJNA1164690,,1164690,SRS22729210,SAMN43905765,simple,10090,Mus musculus,GSM8533819,,,,,,,no,,,,,NIAID,SRA1978177,,public,12A588C795DF30C123B3069463FC6668,A336B8635724D6204258DA678E5C8D32
