Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR35514536,2026-01-28 21:41:32,2025-09-19 12:09:03,76344090,16948387980,76344090,222,5642,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514536/SRR35514536.lite.1,SRX30590264,GSM9249162,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618666,SAMN51647749,simple,9606,Homo sapiens,GSM9249162,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,C36961FDA2120944A9D3CFFAA9D336F8,2952D2CD33ACF13545AEC1BF031C5732
SRR35514537,2026-01-28 21:41:32,2025-09-19 12:21:16,104826064,23271386208,104826064,222,7447,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514537/SRR35514537.lite.1,SRX30590263,GSM9249161,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618654,SAMN51647750,simple,9606,Homo sapiens,GSM9249161,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,68DE0D43C0C6006246694CC5951A8931,16733DAB1A93E60ACEA3CE0EB2CCD50A
SRR35514538,2026-01-28 21:41:32,2025-09-19 12:20:21,101837211,22607860842,101837211,222,7251,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514538/SRR35514538.lite.1,SRX30590262,GSM9249160,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618652,SAMN51647751,simple,9606,Homo sapiens,GSM9249160,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,D3E73117AFF48969F8DAF14AC44539AE,9739CDC39BB895FA16F7B5CCA0DFB79A
SRR35514539,2026-01-28 21:41:31,2025-09-19 12:23:12,105004605,23311022310,105004605,222,7445,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514539/SRR35514539.lite.1,SRX30590261,GSM9249159,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26619040,SAMN51647752,simple,9606,Homo sapiens,GSM9249159,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,DD72231BB3C4DE7069207BFE3BECF63E,54CD25A1545E33A23309E100F3433746
SRR35514540,2026-01-28 21:41:31,2025-09-19 13:28:00,485890870,107867773140,485890870,222,37965,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514540/SRR35514540.lite.1,SRX30590260,GSM9249158,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618651,SAMN51647753,simple,9606,Homo sapiens,GSM9249158,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,F232C29A29EE9C629922944F1EDAE71E,8DB0B954A5064D076913563A92BC208E
SRR35514535,2026-01-28 21:41:31,2025-09-19 12:08:02,76603469,17005970118,76603469,222,5602,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514535/SRR35514535.lite.1,SRX30590265,GSM9249163,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618653,SAMN51647748,simple,9606,Homo sapiens,GSM9249163,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,E51DE5D77B15D41773B717CAEB7BD437,9DC5A50587E8C24E3E6C02BB609686E9
SRR35514534,2026-01-28 21:41:31,2025-09-19 12:09:40,77120827,17120823594,77120827,222,5598,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514534/SRR35514534.lite.1,SRX30590266,GSM9249164,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618656,SAMN51647747,simple,9606,Homo sapiens,GSM9249164,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,D93439B8A7E23E03486EE0C0B3650E8C,FB3D3AE6A38F3A8A6D60AF686A70E5BE
SRR35514533,2026-01-28 21:41:31,2025-09-19 12:11:12,77798425,17271250350,77798425,222,5714,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514533/SRR35514533.lite.1,SRX30590267,GSM9249165,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618658,SAMN51647746,simple,9606,Homo sapiens,GSM9249165,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,7305FCFE7A1FEE6A413057C73D3A7230,4BBDAD386F0EB24396BF4A7A06AD8096
SRR35514532,2026-01-28 21:41:31,2025-09-19 12:07:40,78165917,17352833574,78165917,222,5720,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514532/SRR35514532.lite.1,SRX30590268,GSM9249166,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618657,SAMN51647745,simple,9606,Homo sapiens,GSM9249166,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,C03DB368A4C8DB9F2C2B6CDB6B07C683,07D6EC090BC1E2274E92BA26EEBCB02A
SRR35514531,2026-01-28 21:41:31,2025-09-19 12:14:33,81317526,26184243372,81317526,322,8967,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/SRR035/35514/SRR35514531/SRR35514531.lite.1,SRX30590269,GSM9249167,RNA-Seq,cDNA,TRANSCRIPTOMIC SINGLE CELL,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP622479,PRJNA1331709,,1331709,SRS26618659,SAMN51647744,simple,9606,Homo sapiens,GSM9249167,,,,,,,no,,,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,SRA2227352,,public,3817AF495F25A30773608987A72AF5FC,E31CE959A5402F6DF7C913B8E62E628F
